trial_global,subtask,trial_in_subtask,image_a,image_b,choice,chosen_image,rt,reward,value_difference,q_value_chosen,q_value_unchosen,learning_progress,psychological_state,true_reward_chosen,learning_rate
321,0,321,0,2,0,0,1.1741181078094998,0.408367908092658,0.31201828330640125,0.48935682403138386,0.8038799191709416,0.9892059910413751,disengaged,0.5,0.03
322,0,322,1,0,1,0,0.8241487839076445,0.534758910256277,0.30972056760085753,0.4907188866181307,0.17963625643052636,0.9883710537636562,disengaged,0.5,0.03
323,0,323,1,2,0,1,0.6893141522254063,0.5243092969594734,0.6242436627404152,0.18997644764639476,0.8038799191709416,0.9888250746259052,disengaged,0.2,0.03
324,0,324,0,2,1,2,0.2,0.9745871336135158,0.3131610325528109,0.8090011356042188,0.4907188866181307,0.9922718050311946,disengaged,0.8,0.03
325,0,325,2,1,1,1,2.169437887195061,0.22023268148841413,0.6190246879578241,0.19088413466165535,0.8090011356042188,0.9905647328867688,disengaged,0.2,0.03
326,0,326,0,2,0,0,2.1235088321771527,0.4877942867878723,0.31828224898608815,0.49063114862322293,0.8090011356042188,0.9908672952251891,disengaged,0.5,0.03
327,0,327,1,2,0,1,7.5504875732295345,0.25513945495913976,0.6181170009425635,0.19281179427057987,0.8090011356042188,0.9908380492268865,disengaged,0.2,0.03
328,0,328,0,1,1,1,0.3496140291598434,0.12057830013855665,0.29781935435264306,0.19064478944661917,0.49063114862322293,0.9914806024298614,disengaged,0.2,0.03
329,0,329,0,1,1,1,0.6049074945579763,0.13077496707341035,0.29998635917660377,0.1888486947754229,0.49063114862322293,0.9907582674885411,disengaged,0.2,0.03
330,0,330,1,0,0,1,0.9316162571568154,0.3121114879949118,0.3017824538478,0.19254657857200758,0.49063114862322293,0.990159569264809,disengaged,0.2,0.03
331,0,331,0,2,0,0,1.0388894021440984,0.5248273932911446,0.3183699869809959,0.4916570359632606,0.8090011356042188,0.9913921971970039,disengaged,0.5,0.03
332,0,332,2,0,0,2,1.4759426252082928,0.7447079162632698,0.3173440996409582,0.8070723390239903,0.4916570359632606,0.9917341596436832,disengaged,0.8,0.03
333,0,333,0,1,1,1,0.22266670057839985,0.2159743367050745,0.299110457391253,0.19606074229196763,0.4916570359632606,0.9923770918370927,engaged,0.2,0.15
334,0,334,1,2,1,2,0.3401260570171138,0.5997050979327838,0.6110115967320227,0.7759672528603093,0.19606074229196763,0.9935484797437459,engaged,0.8,0.15
335,0,335,2,0,1,0,1.8248975972136965,0.5133486745442665,0.2843102168970487,0.4949107817504115,0.7759672528603093,0.9878950103718458,engaged,0.5,0.15
336,0,336,2,0,1,0,1.7224199722541418,0.38008627656517296,0.28105647110989784,0.4776871059726257,0.7759672528603093,0.9889795923008962,engaged,0.5,0.15
337,0,337,2,0,0,2,0.9135698245821613,0.9303278037316064,0.2982801468876836,0.7991213354910038,0.4776871059726257,0.9832383670416343,engaged,0.8,0.15
338,0,338,1,0,0,1,0.6817525183158759,0.22203518292735455,0.2816263636806581,0.19995690838727567,0.4776871059726257,0.990956394585199,engaged,0.2,0.15
339,0,339,0,2,0,0,0.7959272427574207,0.625888337328953,0.32143422951837813,0.4999172906760748,0.7991213354910038,0.9922551166169684,engaged,0.5,0.15
340,0,340,1,0,1,0,0.8506769011767698,0.7489461081260693,0.2999603822887992,0.537271613293574,0.19995690838727567,0.9996651781847847,engaged,0.5,0.15
341,0,341,2,1,0,2,2.8139266905213662,0.6736291706020998,0.5991644271037282,0.7802975107576682,0.19995690838727567,0.9872688768615685,engaged,0.8,0.15
342,0,342,2,0,0,2,1.1560627328015265,0.9018812079700944,0.2430258974640942,0.7985350653395321,0.537271613293574,0.9809942686171232,engaged,0.8,0.15
343,0,343,2,1,0,2,1.8105006519846136,0.7558394776578979,0.5985781569522565,0.7921307271872869,0.19995690838727567,0.9870734534777446,engaged,0.8,0.15
344,0,344,1,2,1,2,0.4229455083928226,0.7175728822682991,0.5921738188000113,0.7809470504494388,0.19995690838727567,0.9849386740936629,engaged,0.8,0.15
345,0,345,1,2,1,2,0.7753189735544033,0.9883082253069734,0.5809901420621632,0.812051226678069,0.19995690838727567,0.9812107818477135,engaged,0.8,0.15
346,0,346,0,1,0,0,0.4456951981677211,0.6171717914716159,0.33731470490629833,0.5492566400202803,0.19995690838727567,0.9835446894718776,engaged,0.5,0.15
347,0,347,1,0,0,1,0.9680707303040157,0.2861816803218824,0.34929973163300465,0.21289062417746668,0.5492566400202803,0.9795496805629755,engaged,0.2,0.15
348,0,348,1,0,1,0,1.6068115753152974,0.3577025074738327,0.3363660158428136,0.5205235201383132,0.21289062417746668,0.9752671697080614,engaged,0.5,0.15
349,0,349,0,1,0,0,0.5527881496252836,0.6181761395661495,0.3076328959608465,0.5351714130524886,0.21289062417746668,0.9848448763353838,engaged,0.5,0.15
350,0,350,2,0,0,2,1.5831353034882516,0.6628256870736495,0.27687981362558034,0.7896673957374061,0.5351714130524886,0.9799622453639919,engaged,0.8,0.15
351,0,351,2,1,0,2,0.5054918701295873,0.8533647995368887,0.5767767715599394,0.7992220063073284,0.21289062417746668,0.9805351195024836,engaged,0.8,0.15
352,0,352,0,2,0,0,1.9245337618720353,0.38928431831975485,0.2640505932548398,0.5132883488425786,0.7992220063073284,0.9837199896924577,engaged,0.5,0.15
353,0,353,0,1,0,0,0.8898156841293605,0.4422249491845823,0.3003977246651119,0.5026288388938791,0.21289062417746668,0.9910143444290944,engaged,0.5,0.15
354,0,354,2,0,0,2,0.5508482908064318,0.7210661494280326,0.2965931674134493,0.787498627775434,0.5026288388938791,0.9945675144119942,engaged,0.8,0.15
355,0,355,1,2,0,1,0.2896541540725487,0.19545350238709958,0.5746080035979673,0.2102750559089116,0.787498627775434,0.9906597215680294,engaged,0.2,0.15
356,0,356,1,2,0,1,0.9602049637495398,0.3653617268492285,0.5772235718665224,0.23353805654995913,0.787498627775434,0.9915315776575477,engaged,0.2,0.15
357,0,357,2,0,1,0,0.35353201271936463,0.6069279457572441,0.2848697888815549,0.5182737049233839,0.787498627775434,0.9837772441105319,engaged,0.5,0.15
358,0,358,1,2,1,2,3.676378401716364,0.8064694439096372,0.5539605712254749,0.7903442501955644,0.23353805654995913,0.9785622887673636,engaged,0.8,0.15
359,0,359,1,2,0,1,0.7791758729950979,0.39533032557459913,0.5568061936456052,0.23839182462069833,0.7903442501955644,0.9795108295740738,disengaged,0.2,0.03
360,0,360,0,2,1,2,0.8130788702478949,0.8692857584237437,0.27207054527218055,0.7927124954424098,0.5182737049233839,0.9778929068838274,disengaged,0.8,0.03
361,0,361,1,0,0,1,1.6544490286602798,0.33129026539197837,0.27988188030268557,0.24117877784383673,0.5182737049233839,0.9786823219661092,disengaged,0.2,0.03
362,0,362,2,1,0,2,0.2,0.7611255174794218,0.5515337175985731,0.7917648861035202,0.24117877784383673,0.9777533375583964,disengaged,0.8,0.03
363,0,363,1,0,1,0,0.7759737484886675,0.4069335782039613,0.27709492707954714,0.5149335011218011,0.24117877784383673,0.9774374677787665,disengaged,0.5,0.03
364,0,364,2,1,1,1,0.7389782566279498,0.1385991392928595,0.5505861082596835,0.2381013886873074,0.7917648861035202,0.9785508690459608,disengaged,0.2,0.03
365,0,365,0,2,1,2,0.8523821340707817,0.6388432640897173,0.2768313849817191,0.7871772374431062,0.5149335011218011,0.9795766654314706,disengaged,0.8,0.03
366,0,366,0,2,1,2,0.8214917555870505,0.9518718352716794,0.27224373632130505,0.7921180753779634,0.5149335011218011,0.9780474492113326,disengaged,0.8,0.03
367,0,367,0,2,1,2,0.8377013058873762,0.722743125124376,0.2771845742561623,0.7900368268703558,0.5149335011218011,0.9796943951896183,disengaged,0.8,0.03
368,0,368,2,0,0,2,4.311693502268993,0.9374798914563166,0.2751033257485547,0.7944601188079347,0.5149335011218011,0.9790006456870824,disengaged,0.8,0.03
369,0,369,0,1,0,0,0.7404450579728339,0.42726919372296934,0.27683211243449374,0.5123035718998362,0.2381013886873074,0.9804750763329421,disengaged,0.5,0.03
370,0,370,1,2,1,2,1.0300479442058028,0.8880285078983782,0.5563587301206272,0.8084953771715012,0.2381013886873074,0.9813517194069303,engaged,0.8,0.15
371,0,371,2,0,1,0,0.834017728723969,0.5768839675968896,0.296191805271665,0.5219906312543943,0.8084953771715012,0.9803665540804517,engaged,0.5,0.15
372,0,372,2,1,0,2,0.5643892935384028,0.7295177829002017,0.5703939884841938,0.7966487380308063,0.2381013886873074,0.977137534295599,engaged,0.8,0.15
373,0,373,0,1,0,0,1.6402986608529064,0.6011847083639414,0.28388924256708686,0.5338697428208263,0.2381013886873074,0.9788522393630349,engaged,0.5,0.15
374,0,374,2,0,0,2,1.0671142883362321,0.7373998873861202,0.26277899520997994,0.7877614104341033,0.5338697428208263,0.9748925355075575,engaged,0.8,0.15
375,0,375,1,2,1,2,0.2,0.733702121991078,0.549660021746796,0.7796525171676495,0.2381013886873074,0.9719300929753232,engaged,0.8,0.15
376,0,376,2,0,1,0,2.751199321558813,0.4225385029981418,0.24578277434682316,0.5171700568474237,0.7796525171676495,0.969227128553172,engaged,0.5,0.15
377,0,377,2,1,0,2,1.138609221594756,0.7805323337642003,0.541551128480342,0.7797844896571321,0.2381013886873074,0.9747936905443061,engaged,0.8,0.15
378,0,378,1,0,0,1,0.624813769890048,0.3643378155804534,0.2790686681601163,0.2570368527212793,0.5171700568474237,0.9748376813741336,engaged,0.2,0.15
379,0,379,0,1,1,1,1.0660497846016102,0.1431975566707409,0.2601332041261444,0.23996095831369854,0.5171700568474237,0.9685258600294764,engaged,0.2,0.15
380,0,380,0,1,0,0,0.39217026763140383,0.47198954758200284,0.2772090985337251,0.5103929804576105,0.23996095831369854,0.9742178248320033,engaged,0.5,0.15
381,0,381,2,0,0,2,2.3227104103981375,0.8164607845308156,0.2693915091995216,0.7852859338881846,0.5103929804576105,0.9764768502952743,engaged,0.8,0.15
382,0,382,1,2,1,2,0.7399573043386314,0.6095261120565261,0.545324975574486,0.7589219606134358,0.23996095831369854,0.9783106650389585,engaged,0.8,0.15
383,0,383,0,1,0,0,0.26126983897874356,0.4583345212121743,0.27043202214391193,0.502584211570795,0.23996095831369854,0.9695226739473756,engaged,0.5,0.15
384,0,384,2,1,0,2,0.623051028615779,0.9290213811994245,0.5189610022997372,0.7844368737013341,0.23996095831369854,0.9721255969096474,engaged,0.8,0.15
385,0,385,0,2,1,2,0.24003200361608107,0.7496843095725733,0.28185266213053906,0.77922398908202,0.502584211570795,0.9806305679389469,engaged,0.8,0.15
386,0,386,1,2,1,2,0.2,0.6173339982990776,0.5392630307683214,0.7549404904645786,0.23996095831369854,0.9788929397325088,engaged,0.8,0.15
387,0,387,2,1,1,1,0.8553337763011001,0.10821475681040629,0.51497953215088,0.2201990280882047,0.7549404904645786,0.9707984401933617,engaged,0.2,0.15
388,0,388,0,1,0,0,0.46875075538169697,0.4049864247116493,0.28238518348259034,0.4879445435419232,0.2201990280882047,0.9773857502685263,engaged,0.5,0.15
389,0,389,2,0,0,2,0.6960836637682231,0.78173379601363,0.2669959469226554,0.7589594862969363,0.4879445435419232,0.9742286686394324,engaged,0.8,0.15
390,0,390,0,1,0,0,0.5695058873969052,0.536122159640088,0.2677455154537185,0.4951711859566479,0.2201990280882047,0.9755683339168849,engaged,0.5,0.15
391,0,391,2,0,0,2,0.569696092461226,0.8411448327588591,0.26378830034028844,0.761425046690794,0.4951711859566479,0.9779772147217931,disengaged,0.8,0.03
392,0,392,0,1,0,0,0.3936748572291753,0.5189328307292375,0.2749721578684432,0.49588403529982555,0.2201990280882047,0.9787990681864124,disengaged,0.5,0.03
393,0,393,1,0,1,0,0.897045884918319,0.6619824604982649,0.2756850072116208,0.5008669880557788,0.2201990280882047,0.9790366846341383,disengaged,0.5,0.03
394,0,394,2,0,0,2,0.437558286357923,0.7603161779255355,0.26055805863501524,0.7613917806278363,0.5008669880557788,0.9801196768489369,disengaged,0.8,0.03
395,0,395,0,1,0,0,3.8029313765648953,0.30883594493482425,0.2806679599675741,0.49510605676215014,0.2201990280882047,0.9801085881612842,disengaged,0.5,0.03
396,0,396,2,1,0,2,0.41287715710053746,0.709073989676715,0.5411927525396316,0.7598222468993027,0.2201990280882047,0.9787662697672606,disengaged,0.8,0.03
397,0,397,0,2,0,0,1.2173270240173468,0.5417395130733917,0.26471619013715253,0.4965050604514874,0.7598222468993027,0.9782430918577494,disengaged,0.5,0.03
398,0,398,0,2,0,0,0.2559616701480362,0.4235954218406157,0.26331718644781527,0.49431777129316123,0.7598222468993027,0.9787094264208618,disengaged,0.5,0.03
399,0,399,1,2,1,2,2.023466731183634,0.8886191188584796,0.539623218811098,0.763686153058078,0.2201990280882047,0.977980330034753,disengaged,0.8,0.03
400,0,400,0,2,0,0,1.146661537661851,0.4323758791757576,0.26936838176491673,0.4924595145296391,0.763686153058078,0.9792682987543448,disengaged,0.5,0.03
401,0,401,2,1,0,2,0.2834940609202879,0.9629642131112799,0.5434871249698733,0.7935778620660583,0.2201990280882047,0.9786488798331707,engaged,0.8,0.15
402,0,402,0,2,0,0,0.5952291082286775,0.3728579222874864,0.3011183475364192,0.4745192756933162,0.7935778620660583,0.9886127828358309,engaged,0.5,0.15
403,0,403,2,0,0,2,0.742442119812383,0.8957791614472906,0.3190585863727421,0.8089080569732432,0.4745192756933162,0.9826327032237232,engaged,0.8,0.15
404,0,404,0,1,0,0,0.9609553187650345,0.669743218133677,0.2543202476051115,0.5038028670593703,0.2201990280882047,0.9818040635439561,engaged,0.5,0.15
405,0,405,2,1,0,2,0.4280189650908132,0.9070365160229931,0.5887090288850385,0.8236273258307056,0.2201990280882047,0.9890300159597273,engaged,0.8,0.15
406,0,406,1,0,1,0,1.9041328381237455,0.5066592571751668,0.2836038389711656,0.5042313255767398,0.2201990280882047,0.9841235930072398,engaged,0.5,0.15
407,0,407,2,1,0,2,0.527689665967969,0.9731899467363003,0.603428297742501,0.8460617189665448,0.2201990280882047,0.98398077350145,engaged,0.8,0.15
408,0,408,0,2,1,2,1.3964768226339488,0.9079681204722377,0.34183039338980503,0.8553476791923987,0.5042313255767398,0.9765026424561702,engaged,0.8,0.15
409,0,409,2,0,0,2,1.2470322589521818,0.8379215656833471,0.35111635361565896,0.852733762166041,0.5042313255767398,0.9734073223808856,engaged,0.8,0.15
410,0,410,2,0,0,2,0.5057650905900043,0.8931340923183003,0.34850243658930125,0.8587938116888799,0.5042313255767398,0.9742786280563381,engaged,0.8,0.15
411,0,411,2,1,1,1,1.709786463655765,0.356537267458465,0.6385947836006752,0.24064976399374374,0.8587938116888799,0.9722586115487252,engaged,0.2,0.15
412,0,412,1,0,0,1,0.2994412968810302,0.06708148666551175,0.26358156158299606,0.2354427156738968,0.5042313255767398,0.9654416995802122,disengaged,0.2,0.03
413,0,413,2,1,1,1,2.655058438156241,0.10363099431481668,0.6233510960149831,0.2314883640331244,0.8587938116888799,0.9671773823534945,disengaged,0.2,0.03
414,0,414,2,1,0,2,0.2,0.619548682071296,0.6273054476557556,0.8516164578003524,0.2314883640331244,0.9684954995670854,disengaged,0.8,0.03
415,0,415,2,0,1,0,0.76115607168037,0.5936504116730488,0.34738513222361267,0.5069138981596291,0.8516164578003524,0.9708879508632612,disengaged,0.5,0.03
416,0,416,0,2,1,2,1.0713988982600342,0.8972774396625016,0.3447025596407234,0.852986287256217,0.5069138981596291,0.9699937600022981,disengaged,0.8,0.03
417,0,417,2,1,0,2,0.3313084103383645,0.7030256280365326,0.6214979232230926,0.8484874674796264,0.2314883640331244,0.9695371501836766,disengaged,0.8,0.03
418,0,418,1,2,0,1,0.40368689335339447,0.18179255299080738,0.6169991034465021,0.22999748970185488,0.8484874674796264,0.9710367567758734,disengaged,0.2,0.03
419,0,419,2,1,0,2,2.486475004397706,0.9137805822697871,0.6184899777777716,0.8504462609233313,0.22999748970185488,0.9715337148862966,disengaged,0.8,0.03
420,0,420,2,1,1,1,1.419913626537321,0.15688531168180625,0.6204487712214765,0.2278041243612534,0.8504462609233313,0.9708807837383949,disengaged,0.2,0.03
421,0,421,1,0,1,0,0.2,0.382397986774724,0.27910977379837565,0.503178420818082,0.2278041243612534,0.9716119055185954,disengaged,0.5,0.03
422,0,422,2,0,0,2,3.773684888359988,0.8419705608357266,0.34726784010524936,0.8501919899207032,0.503178420818082,0.9728570646324445,disengaged,0.8,0.03
423,0,423,1,2,1,2,1.8117953296407099,0.7390015378481457,0.6223878655594498,0.8335134221098196,0.2278041243612534,0.9729418216333205,engaged,0.8,0.15
424,0,424,1,2,1,2,1.9748896070049675,0.7652697711042158,0.6057092977485662,0.823276874458979,0.2278041243612534,0.9785013442369483,engaged,0.8,0.15
425,0,425,1,2,1,2,1.5992197603342977,0.7453191910427373,0.5954727500977256,0.8115832219465428,0.2278041243612534,0.9819135267872285,engaged,0.8,0.15
426,0,426,1,2,1,2,0.8704884299424804,1.0,0.5837790975852893,0.8398457386545614,0.2278041243612534,0.9858114109580407,engaged,0.8,0.15
427,0,427,0,2,1,2,1.6543384892637814,0.8198794588338854,0.3366673178364794,0.83685079668146,0.503178420818082,0.9763905720553678,engaged,0.8,0.15
428,0,428,0,2,1,2,0.7472051245060465,0.711223048846146,0.33367237586337806,0.818006634506163,0.503178420818082,0.9773888860464015,engaged,0.8,0.15
429,0,429,1,0,0,1,0.4290812672406755,0.07537359860655696,0.27537429645682854,0.20493954549804894,0.503178420818082,0.9836702734381673,engaged,0.2,0.15
430,0,430,2,1,0,2,2.607963196902118,0.8271107034897033,0.613067089008114,0.819372244853694,0.20493954549804894,0.9912917997259021,engaged,0.8,0.15
431,0,431,2,1,0,2,0.6162470508901237,0.8243011857009701,0.614432699355645,0.8201115859807854,0.20493954549804894,0.990836596276725,engaged,0.8,0.15
432,0,432,0,1,1,1,0.866739100191141,0.35949534514053205,0.298238875320033,0.2281229154444214,0.503178420818082,0.9905901492343613,engaged,0.2,0.15
433,0,433,0,1,0,0,0.5671102013845565,0.6349583239047,0.2750555053736605,0.5229454062810747,0.2281229154444214,0.9828623592522371,engaged,0.5,0.15
434,0,434,0,1,0,0,0.6663930982797276,0.4997990344973039,0.29482249083665324,0.519473450513509,0.2281229154444214,0.9762733640979062,engaged,0.5,0.15
435,0,435,2,1,0,2,2.180301090308249,0.7102433314999633,0.591988670536364,0.8036313478086621,0.2281229154444214,0.9774306826870948,engaged,0.8,0.15
436,0,436,2,1,0,2,0.8828115397645547,0.8442572353560569,0.5755084323642407,0.8097252309407713,0.2281229154444214,0.9829240954111359,engaged,0.8,0.15
437,0,437,2,1,0,2,0.4174845445005723,0.7185527885554919,0.5816023154963499,0.7960493645829794,0.2281229154444214,0.9808928010337661,engaged,0.8,0.15
438,0,438,2,0,1,0,1.5433958358329933,0.4200714286133729,0.27657591406947035,0.5045631472284886,0.7960493645829794,0.9828176662083496,engaged,0.5,0.15
439,0,439,1,2,1,2,0.6451613739595906,0.9021101572906108,0.5679264491385579,0.8119584834891241,0.2281229154444214,0.9877877673033565,engaged,0.8,0.15
440,0,440,2,1,0,2,0.21726518425370717,0.7188241223050392,0.5838355680447027,0.7979883293115114,0.2281229154444214,0.9851184846126553,engaged,0.8,0.15
441,0,441,2,1,0,2,0.48444405762574333,0.7339968043274173,0.56986541386709,0.7883896005638973,0.2281229154444214,0.9884340888795338,engaged,0.8,0.15
442,0,442,2,0,1,0,0.37576340509837286,0.5937066875102032,0.2838264533354087,0.50723745343694,0.7883896005638973,0.9852345126303291,disengaged,0.5,0.03
443,0,443,0,1,1,1,2.076443352270015,0.4498867386165787,0.2791145379925186,0.2347758301395861,0.50723745343694,0.9843430772275119,disengaged,0.2,0.03
444,0,444,2,1,1,1,0.2,0.29411818664199696,0.5536137704243111,0.23655610083465844,0.7883896005638973,0.9821254389957904,disengaged,0.2,0.03
445,0,445,0,2,0,0,0.2,0.49171393274640846,0.28115214712695724,0.5067717478162241,0.7883896005638973,0.9815320154307663,disengaged,0.5,0.03
446,0,446,2,1,0,2,0.8158421229260067,0.7496635906749493,0.5518334997292389,0.7872278202672288,0.23655610083465844,0.9816872506376716,disengaged,0.8,0.03
447,0,447,0,2,1,2,0.5170566097687099,0.8284475629464473,0.2804560724510047,0.7884644125476054,0.5067717478162241,0.981299990538782,disengaged,0.8,0.03
448,0,448,2,1,1,1,0.6086629770109656,0.19975201688768393,0.5519083117129469,0.2354519783162492,0.7884644125476054,0.9817121879655742,disengaged,0.2,0.03
449,0,449,2,0,1,0,1.4707731637793038,0.41064735150466786,0.2816926647313812,0.5038880159268775,0.7884644125476054,0.982080228805044,disengaged,0.5,0.03
450,0,450,0,2,1,2,1.1135467666402306,0.7763567819920419,0.28457639662072787,0.7866482679642708,0.5038880159268775,0.9830414727681596,engaged,0.8,0.15
451,0,451,1,0,1,0,0.2201724282218573,0.6071083080728032,0.2684360376106283,0.5193710597487664,0.2354519783162492,0.9824360912403813,engaged,0.5,0.15
452,0,452,0,2,1,2,1.8210654555136383,0.7587615605199668,0.2672772082155044,0.7824652618476252,0.5193710597487664,0.9772750766330851,engaged,0.8,0.15
453,0,453,0,2,0,0,0.3730887222630611,0.5946928468357057,0.2630942020988588,0.5306693278118073,0.7824652618476252,0.9758807412608699,engaged,0.5,0.15
454,0,454,1,0,1,0,0.3695210308889987,0.40357999285767554,0.2952173494955581,0.5116059275686875,0.2354519783162492,0.9721146519065229,engaged,0.5,0.15
455,0,455,2,1,0,2,1.33193300717288,0.8511326644162356,0.547013283531376,0.7927653722329168,0.2354519783162492,0.9784691186542295,engaged,0.8,0.15
456,0,456,0,2,0,0,1.1722127044704864,0.6071929865211797,0.28115944466422926,0.5259439864115614,0.7927653722329168,0.98190248878266,engaged,0.5,0.15
457,0,457,1,0,1,0,0.5213302077869543,0.4928353114188352,0.29049200809531217,0.5209776851626524,0.2354519783162492,0.9771231358350354,engaged,0.5,0.15
458,0,458,0,2,1,2,0.4673173572129169,0.7938924328647624,0.27178768707026435,0.7929344313276936,0.5209776851626524,0.9787785695846717,engaged,0.8,0.15
459,0,459,2,0,1,0,0.45610685485316516,0.347016709179673,0.2719567461650412,0.4948835387652055,0.7929344313276936,0.978834922616264,engaged,0.5,0.15
460,0,460,0,1,1,1,1.254567613909537,0.27282358290884484,0.2594315604489563,0.24105771900513856,0.4948835387652055,0.9841219972588833,engaged,0.2,0.15
461,0,461,0,1,0,0,1.966045957658749,0.37898429757693125,0.25382581976006696,0.4774986525869644,0.24105771900513856,0.9822534170292535,engaged,0.5,0.15
462,0,462,1,2,1,2,0.7038118251823045,0.8967311233038215,0.551876712322555,0.8085039351241128,0.24105771900513856,0.9764584549698399,engaged,0.8,0.15
463,0,463,2,1,0,2,0.4889608947784065,0.8695863839093786,0.5674462161189742,0.8176663024419026,0.24105771900513856,0.9759789994859044,engaged,0.8,0.15
464,0,464,2,0,1,0,1.0181285323949205,0.3421324798097011,0.34016764985493825,0.4571937266703749,0.8176663024419026,0.9729248770466411,engaged,0.5,0.15
465,0,465,2,1,0,2,2.304147799279371,0.7121736747176534,0.576608583436764,0.8145015236101751,0.24105771900513856,0.966156568407778,disengaged,0.8,0.03
466,0,466,0,2,1,2,0.7888857707220607,0.8286792897544197,0.35730779693980025,0.8149268565945025,0.4571937266703749,0.9672114946850204,disengaged,0.8,0.03
467,0,467,1,0,0,1,1.6530318982639463,0.3094671636380277,0.21613600766523633,0.24311000234412522,0.4571937266703749,0.967069717023578,disengaged,0.2,0.03
468,0,468,2,1,0,2,1.428468561786618,0.9849362141386382,0.5718168542503772,0.8200271373208265,0.24311000234412522,0.9663856225772491,disengaged,0.8,0.03
469,0,469,2,1,1,1,0.34336566355604303,0.26277047574817053,0.5769171349767013,0.2436998165462466,0.8200271373208265,0.9646855290018077,disengaged,0.2,0.03
470,0,470,0,1,0,0,5.095600585587488,0.6243234330479464,0.2134939101241283,0.46220761786170206,0.2436998165462466,0.9644889242677672,disengaged,0.5,0.03
471,0,471,0,2,1,2,0.5505336956044585,0.8756564674913141,0.3578195194591245,0.8283715368463996,0.46220761786170206,0.966160221331543,engaged,0.8,0.15
472,0,472,1,2,0,1,1.2201199180368985,0.2863946637269869,0.584671720300153,0.2449806619616688,0.8283715368463996,0.9633787548230186,disengaged,0.2,0.03
473,0,473,2,1,0,2,0.7705314091106571,0.888114672081337,0.5833908748847308,0.8373330071316403,0.2449806619616688,0.9629518063512112,engaged,0.8,0.15
474,0,474,1,0,0,1,0.8496317464915674,0.012090381673425854,0.21722695590003327,0.21004711991843233,0.46220761786170206,0.9599646495894644,engaged,0.2,0.15
475,0,475,1,2,1,2,1.4785155827294805,0.7841326494520748,0.6272858872132079,0.8293529534797055,0.21004711991843233,0.9716091636038765,engaged,0.8,0.15
476,0,476,1,0,1,0,1.4049295846513346,0.4930467713757731,0.2521604979432697,0.4631327924671242,0.21004711991843233,0.9742691814878548,disengaged,0.5,0.03
477,0,477,2,1,0,2,0.4794885400657307,0.7723510244413248,0.6193058335612731,0.8208026641239484,0.21004711991843233,0.9745775730229955,engaged,0.8,0.15
478,0,478,2,1,0,2,0.5510793809935673,0.8344053921563467,0.6107555442055161,0.8228430733288081,0.21004711991843233,0.9774276694749144,engaged,0.8,0.15
479,0,479,1,0,0,1,0.8500129038588817,0.07276050227947814,0.25308567254869185,0.2059285213892637,0.4631327924671242,0.9767475330732946,disengaged,0.2,0.03
480,0,480,1,0,1,0,0.6474139561023674,0.3761436810965333,0.2572042710778605,0.46052311912600646,0.2059285213892637,0.9781203992496841,disengaged,0.5,0.03
481,0,481,1,0,0,1,0.42479598581457084,0.09091034100272316,0.25459459773674276,0.20247797597766748,0.46052311912600646,0.9772505081359782,disengaged,0.2,0.03
482,0,482,2,0,0,2,0.9375107162856613,0.876624297504051,0.36231995420280166,0.8244565100540654,0.46052311912600646,0.9784006899398436,disengaged,0.8,0.03
483,0,483,0,1,0,0,0.8949038321198771,0.5637169070701503,0.258045143148339,0.4636189327643308,0.20247797597766748,0.9778628776980912,disengaged,0.5,0.03
484,0,484,2,0,0,2,1.9264802402593113,0.8839349114231603,0.3608375772897346,0.8262408620951383,0.4636189327643308,0.9788948155775327,disengaged,0.8,0.03
485,0,485,2,0,1,0,1.010190681956644,0.569923058072014,0.36262192933080745,0.4668080565235613,0.8262408620951383,0.9783000315638417,disengaged,0.5,0.03
486,0,486,0,1,1,1,0.7608578371662719,0.1436610335038995,0.2643300805458938,0.20071346770345444,0.4668080565235613,0.9793630728169185,disengaged,0.2,0.03
487,0,487,0,2,1,2,0.4494531647558686,0.7156598451542963,0.359432805571577,0.809653709554012,0.4668080565235613,0.9799512422416562,engaged,0.8,0.15
488,0,488,2,1,0,2,0.5631144849693642,0.8319592649795005,0.6089402418505575,0.8129995428678353,0.20071346770345444,0.9854802930886983,engaged,0.8,0.15
489,0,489,2,1,1,1,0.6758705727456333,0.1344236257294309,0.6122860751643808,0.19872477244423373,0.8129995428678353,0.9843650153174239,disengaged,0.2,0.03
490,0,490,2,1,0,2,0.2,0.9820543907941817,0.6142747704236016,0.8180711883056256,0.19872477244423373,0.98417776203332,disengaged,0.8,0.03
491,0,491,1,0,1,0,0.34674387491755504,0.6227937347385331,0.2680832840793276,0.47148762687001045,0.19872477244423373,0.9824872135540564,disengaged,0.5,0.03
492,0,492,0,2,1,2,0.9696995399843753,0.9651449830275244,0.3465835614356152,0.8224834021472825,0.47148762687001045,0.9840470703362062,disengaged,0.8,0.03
493,0,493,2,0,0,2,1.1610237610131313,0.8421780074250871,0.3509957752772721,0.8230742403056167,0.47148762687001045,0.9825763323889872,disengaged,0.8,0.03
494,0,494,0,2,1,2,1.7169092814692575,0.7794534980371275,0.35158661343560627,0.821765618037562,0.47148762687001045,0.9823793863362091,disengaged,0.8,0.03
495,0,495,0,2,1,2,0.2,0.7734378178219463,0.35027799116755154,0.8203157840310935,0.47148762687001045,0.982815593758894,disengaged,0.8,0.03
