trial,subtask,trial_in_subtask,psychological_state,choice_correct,rt,chosen_image,was_rewarded,learning_rate,learning_progress
1295,1,295,engaged,1,0.6305599310126603,1,True,0.42,1.0
1296,1,296,engaged,1,1.1023681382025425,1,False,0.42,0.6039387742990603
1297,1,297,engaged,1,1.509747295183721,1,True,0.42,0.869789594720753
1298,1,298,engaged,0,2.2211058058952777,2,False,0.42,0.869789594720753
1299,1,299,disengaged,0,0.8819087092770884,2,False,0.052000000000000005,0.869789594720753
1300,1,300,disengaged,1,0.8324549647740326,1,True,0.052000000000000005,0.888880215539606
1301,1,301,disengaged,0,1.4289649026112186,2,False,0.052000000000000005,0.888880215539606
1302,1,302,disengaged,0,2.133141387702103,2,False,0.052000000000000005,0.888880215539606
1303,1,303,disengaged,0,1.0958097670529214,0,True,0.052000000000000005,0.888880215539606
1304,1,304,disengaged,1,0.8759448372002863,1,False,0.052000000000000005,0.8426584443315464
1305,1,305,disengaged,0,5.0,0,True,0.052000000000000005,0.8426584443315464
1306,1,306,disengaged,1,1.4708300527560496,1,True,0.052000000000000005,0.8631598849706381
1307,1,307,disengaged,1,1.0658122831808696,1,True,0.052000000000000005,0.882595250696497
1308,1,308,disengaged,1,0.5788620728237944,1,True,0.052000000000000005,0.9010199774046114
1309,1,309,disengaged,1,0.9308647079130964,1,True,0.052000000000000005,0.9184866183239038
1310,1,310,disengaged,0,1.250270304825666,0,False,0.052000000000000005,0.9184866183239038
1311,1,311,disengaged,0,0.20785360671885308,0,False,0.052000000000000005,0.9184866183239038
1312,1,312,disengaged,0,1.773932191900214,0,False,0.052000000000000005,0.9184866183239038
1313,1,313,disengaged,0,0.892642758248476,0,False,0.052000000000000005,0.9184866183239038
1314,1,314,disengaged,0,0.2,0,True,0.052000000000000005,0.9184866183239038
1315,1,315,disengaged,1,0.8662265685082574,1,False,0.052000000000000005,0.8707253141710607
1316,1,316,engaged,1,1.4506147836176757,1,True,0.42,1.0
1317,1,317,engaged,0,1.2548312917916888,2,False,0.42,1.0
1318,1,318,engaged,1,0.6543740142648535,1,True,0.42,1.0
1319,1,319,engaged,1,0.2,1,True,0.42,1.0
1320,1,320,engaged,1,0.23695803091333967,1,True,0.42,1.0
1321,1,321,engaged,1,1.1116193783357124,1,False,0.42,0.6933765787666286
1322,1,322,engaged,0,1.4814446091453741,0,False,0.42,0.6933765787666286
1323,1,323,engaged,1,0.44183974820752636,1,True,0.42,0.9216635213119427
1324,1,324,engaged,0,0.8098905642380522,0,False,0.42,0.9216635213119427
1325,1,325,disengaged,1,2.017785388164275,1,True,0.052000000000000005,0.9380566979480538
1326,1,326,engaged,0,2.8577252225183387,0,True,0.42,0.9380566979480538
1327,1,327,engaged,1,0.6413126106000472,1,True,0.42,1.0
1328,1,328,engaged,1,1.2200588290111356,1,True,0.42,1.0
1329,1,329,engaged,1,1.9761250603687117,1,True,0.42,1.0
1330,1,330,engaged,1,0.2,1,True,0.42,1.0
1331,1,331,engaged,1,0.909196966362389,1,True,0.42,1.0
1332,1,332,engaged,1,1.6281492090580687,1,False,0.42,0.7060345946960458
1333,1,333,engaged,0,1.0103447948229491,0,False,0.42,0.7060345946960458
1334,1,334,engaged,0,0.8148953918978494,0,False,0.42,0.7060345946960458
1335,1,335,engaged,1,0.3096436461673536,1,False,0.42,0.40950006492370666
1336,1,336,engaged,1,1.1918518758772596,1,True,0.42,0.757015143283048
1337,1,337,engaged,0,2.4180096902288186,2,False,0.42,0.757015143283048
1338,1,338,engaged,0,2.4081391115707844,2,False,0.42,0.757015143283048
1339,1,339,engaged,1,0.2,1,True,0.42,0.9585738887314659
1340,1,340,engaged,1,0.6651618691503322,1,True,0.42,1.0
1341,1,341,engaged,1,2.1544945395707984,1,True,0.42,1.0
1342,1,342,engaged,1,1.4447830881780017,1,True,0.42,1.0
1343,1,343,engaged,0,0.7973399053929353,0,False,0.42,1.0
1344,1,344,engaged,1,0.3344627306267107,1,False,0.42,0.6859131347413503
1345,1,345,disengaged,0,3.502212020684963,2,False,0.052000000000000005,0.6859131347413503
1346,1,346,disengaged,0,1.2426915452410092,0,False,0.052000000000000005,0.6859131347413503
1347,1,347,disengaged,0,0.8360164097972632,0,True,0.052000000000000005,0.6859131347413503
1348,1,348,disengaged,1,0.8857471319134423,1,True,0.052000000000000005,0.7145653314791323
1349,1,349,disengaged,0,0.5654657334265195,0,False,0.052000000000000005,0.7145653314791323
1350,1,350,disengaged,0,2.8908421357414364,0,False,0.052000000000000005,0.7145653314791323
1351,1,351,disengaged,0,1.4912980109148055,2,False,0.052000000000000005,0.7145653314791323
1352,1,352,engaged,0,0.8709813774866413,0,False,0.42,0.7145653314791323
1353,1,353,engaged,1,0.42713946857243146,1,True,0.42,0.9339529978851948
1354,1,354,disengaged,1,0.5372988807390451,1,True,0.052000000000000005,0.9497071217394969
1355,1,355,disengaged,1,4.945752038563998,1,True,0.052000000000000005,0.9646420311533752
1356,1,356,disengaged,0,2.157813736150056,0,True,0.052000000000000005,0.9646420311533752
1357,1,357,disengaged,0,0.2769308350806938,2,False,0.052000000000000005,0.9646420311533752
1358,1,358,disengaged,0,4.30208546014298,2,False,0.052000000000000005,0.9646420311533752
1359,1,359,disengaged,0,0.6894935115391161,0,False,0.052000000000000005,0.9646420311533752
1360,1,360,disengaged,0,0.534630468798552,2,True,0.052000000000000005,0.9646420311533752
1361,1,361,disengaged,1,0.5777396064541099,1,True,0.052000000000000005,0.9788003252777318
1362,1,362,disengaged,1,3.117813417745354,1,True,0.052000000000000005,0.9922223881076219
1363,1,363,disengaged,0,4.041919257422646,0,False,0.052000000000000005,0.9922223881076219
1364,1,364,disengaged,1,2.5126576551390976,1,True,0.052000000000000005,1.0
1365,1,365,disengaged,0,0.9608002794479533,0,False,0.052000000000000005,1.0
1366,1,366,disengaged,0,1.4567343909551573,0,True,0.052000000000000005,1.0
1367,1,367,disengaged,0,1.4823385298057317,2,False,0.052000000000000005,1.0
1368,1,368,disengaged,0,0.8871234881090694,0,False,0.052000000000000005,1.0
1369,1,369,disengaged,1,0.9343537366002184,1,True,0.052000000000000005,1.0
1370,1,370,disengaged,0,0.8007120051982677,0,True,0.052000000000000005,1.0
1371,1,371,disengaged,0,0.24802119390307095,2,False,0.052000000000000005,1.0
1372,1,372,disengaged,1,4.351449106924901,1,False,0.052000000000000005,0.9641244990321919
1373,1,373,disengaged,1,1.1162563345005752,1,True,0.052000000000000005,0.97830970482685
1374,1,374,disengaged,1,0.2,1,True,0.052000000000000005,0.991757279920186
1375,1,375,disengaged,0,4.693729879608963,2,False,0.052000000000000005,0.991757279920186
1376,1,376,disengaged,0,0.2,2,False,0.052000000000000005,0.991757279920186
1377,1,377,disengaged,1,1.0561236422642193,1,True,0.052000000000000005,1.0
1378,1,378,disengaged,0,1.0150812757414944,0,False,0.052000000000000005,1.0
1379,1,379,disengaged,0,0.4759760047523833,0,False,0.052000000000000005,1.0
1380,1,380,engaged,1,0.6037145002098605,1,True,0.42,1.0
1381,1,381,engaged,1,0.9376725108373365,1,False,0.42,0.6392286387487891
1382,1,382,engaged,0,0.2,0,False,0.42,0.6392286387487891
1383,1,383,engaged,1,1.3802077339376966,1,True,0.42,0.8902577161015959
1384,1,384,engaged,1,0.2217125868581703,1,True,0.42,1.0
1385,1,385,engaged,1,0.2624682737013957,1,True,0.42,1.0
1386,1,386,engaged,1,0.42004041257138447,1,False,0.42,0.6497744423008707
1387,1,387,engaged,0,1.3178542535149498,0,False,0.42,0.6497744423008707
1388,1,388,engaged,1,0.8702563612266454,1,False,0.42,0.37686917653450497
1389,1,389,engaged,0,1.7454091850495974,2,False,0.42,0.37686917653450497
1390,1,390,engaged,1,2.092538251027224,1,True,0.42,0.738089228017311
1391,1,391,engaged,1,0.5578439246600931,1,True,0.42,0.9475968578773385
1392,1,392,engaged,1,1.9094793162606616,1,True,0.42,1.0
1393,1,393,engaged,0,0.748048747080432,2,False,0.42,1.0
1394,1,394,engaged,1,1.524892083045303,1,True,0.42,1.0
1395,1,395,engaged,1,1.4161925173944212,1,True,0.42,1.0
1396,1,396,engaged,1,1.3291590615791644,1,True,0.42,1.0
1397,1,397,engaged,0,0.9905895195504397,2,True,0.42,1.0
1398,1,398,engaged,1,0.4501198020869345,1,True,0.42,1.0
1399,1,399,engaged,1,1.7721434695715022,1,False,0.42,0.7063977761112145
1400,1,400,engaged,0,0.6670857291613597,0,True,0.42,0.7063977761112145
1401,1,401,engaged,0,0.2,0,False,0.42,0.7063977761112145
1402,1,402,engaged,0,3.0540830132512755,2,False,0.42,0.7063977761112145
1403,1,403,engaged,0,1.0859082222557617,2,False,0.42,0.7063977761112145
1404,1,404,engaged,1,1.970864910422507,1,True,0.42,0.9292158157718026
1405,1,405,engaged,1,0.9929707999843242,1,False,0.42,0.5389451731476455
1406,1,406,engaged,0,0.5281941321959387,2,False,0.42,0.5389451731476455
1407,1,407,engaged,1,0.5569837810855521,1,True,0.42,0.8320933060529325
1408,1,408,engaged,1,1.346590098208539,1,True,0.42,1.0
1409,1,409,engaged,0,1.2111212603181056,2,False,0.42,1.0
1410,1,410,engaged,1,0.6435963374234964,1,True,0.42,1.0
1411,1,411,engaged,1,0.3465377912179618,1,True,0.42,1.0
1412,1,412,engaged,0,1.16268747235091,0,False,0.42,1.0
1413,1,413,engaged,1,3.575588652142675,1,True,0.42,1.0
1414,1,414,engaged,1,2.7255625659208214,1,True,0.42,1.0
1415,1,415,engaged,1,0.5843646910544483,1,True,0.42,1.0
1416,1,416,engaged,1,0.6095658677051077,1,False,0.42,0.7084733712710941
1417,1,417,engaged,0,0.4128211293367616,2,False,0.42,0.7084733712710941
1418,1,418,engaged,1,1.774379045206652,1,False,0.42,0.41091455533723453
1419,1,419,engaged,0,0.9650288256880987,0,False,0.42,0.41091455533723453
1420,1,420,engaged,1,1.0382773750759235,1,False,0.42,0.23833044209559603
1421,1,421,engaged,0,0.9294779031009454,0,True,0.42,0.582879465096
1422,1,422,engaged,0,0.6521146728839241,0,False,0.42,0.33807008975568
1423,1,423,engaged,0,0.5514497156763594,0,True,0.42,0.7155857576855926
1424,1,424,engaged,0,0.6925228407383508,0,True,0.42,0.9345448450849418
1425,1,425,engaged,0,1.2559815006714037,0,False,0.42,0.5420360101492663
1426,1,426,engaged,0,0.35245497103390727,0,False,0.42,0.3143808858865744
1427,1,427,engaged,1,0.25755277117655007,1,True,0.42,0.6577367620427438
1428,1,428,disengaged,0,0.46181051709423065,0,False,0.052000000000000005,0.6577367620427438
1429,1,429,disengaged,1,3.5082063759716005,1,False,0.052000000000000005,0.623534450416521
1430,1,430,engaged,0,0.2,0,False,0.42,0.623534450416521
1431,1,431,engaged,1,1.6703440949381585,1,True,0.42,0.8811550868688803
1432,1,432,engaged,1,0.8154578357219949,1,False,0.42,0.5110699503839505
1433,1,433,engaged,0,0.7022855550172155,2,False,0.42,0.5110699503839505
1434,1,434,engaged,1,2.7866152320293067,1,True,0.42,0.8159256768499895
1435,1,435,engaged,0,1.9734408014284708,0,False,0.42,0.8159256768499895
1436,1,436,disengaged,1,0.2483212168317078,1,True,0.052000000000000005,0.8378172213981222
1437,1,437,disengaged,0,3.2143675003424885,2,False,0.052000000000000005,0.8378172213981222
1438,1,438,disengaged,0,0.3292426699950033,0,False,0.052000000000000005,0.8378172213981222
1439,1,439,disengaged,1,0.4448191201496116,1,True,0.052000000000000005,0.8585704056297521
1440,1,440,disengaged,1,1.1178041248602113,1,True,0.052000000000000005,0.878244424281337
1441,1,441,disengaged,0,1.4154414193811677,0,True,0.052000000000000005,0.878244424281337
1442,1,442,engaged,1,1.5803688567091423,1,True,0.42,1.0
1443,1,443,engaged,1,0.2,1,False,0.42,0.5967543855920747
1444,1,444,engaged,0,0.6129119987212643,2,False,0.42,0.5967543855920747
1445,1,445,engaged,1,1.1826593036969775,1,True,0.42,0.8656226492707014
1446,1,446,engaged,1,0.46194209740598086,1,True,0.42,1.0
1447,1,447,engaged,1,0.30723095174834464,1,True,0.42,1.0
1448,1,448,engaged,1,0.7207183391488065,1,True,0.42,1.0
1449,1,449,engaged,1,0.2,1,True,0.42,1.0
1450,1,450,engaged,1,0.3896741651505143,1,True,0.42,1.0
1451,1,451,engaged,1,0.2,1,False,0.42,0.7032771251672306
1452,1,452,engaged,1,0.8103697343735535,1,True,0.42,0.9274058382242918
1453,1,453,engaged,1,1.4959142247585564,1,True,0.42,1.0
1454,1,454,engaged,1,0.6891972784890137,1,True,0.42,1.0
1455,1,455,engaged,1,0.3191938883517186,1,True,0.42,1.0
1456,1,456,engaged,1,1.31759276378199,1,True,0.42,1.0
1457,1,457,engaged,1,0.5331759313974243,1,True,0.42,1.0
1458,1,458,engaged,1,1.4400730500241008,1,True,0.42,1.0
1459,1,459,engaged,1,0.4620190299349953,1,True,0.42,1.0
1460,1,460,engaged,1,0.3079065151278727,1,True,0.42,1.0
1461,1,461,disengaged,0,0.7181197147633647,0,False,0.052000000000000005,1.0
1462,1,462,disengaged,1,0.33094103668324615,1,False,0.052000000000000005,1.0
1463,1,463,disengaged,1,2.210508731911814,1,True,0.052000000000000005,1.0
1464,1,464,disengaged,1,0.9052856543233485,1,True,0.052000000000000005,1.0
1465,1,465,disengaged,1,5.0,1,True,0.052000000000000005,1.0
1466,1,466,disengaged,1,0.4416325359330945,1,True,0.052000000000000005,1.0
1467,1,467,disengaged,0,2.7854189100378894,2,False,0.052000000000000005,1.0
1468,1,468,disengaged,0,0.9052373536114805,0,False,0.052000000000000005,1.0
1469,1,469,disengaged,0,3.9701981486223987,2,False,0.052000000000000005,1.0
1470,1,470,disengaged,1,3.083112892542507,1,False,0.052000000000000005,1.0
1471,1,471,disengaged,1,0.7163869095597422,1,False,0.052000000000000005,1.0
1472,1,472,disengaged,0,1.055071493124788,0,False,0.052000000000000005,1.0
1473,1,473,engaged,1,0.7903397687337015,1,True,0.42,1.0
1474,1,474,disengaged,0,1.7016371678513862,0,True,0.052000000000000005,1.0
1475,1,475,disengaged,0,0.7923700035690727,2,False,0.052000000000000005,1.0
1476,1,476,disengaged,0,1.7350072933986576,2,False,0.052000000000000005,1.0
1477,1,477,disengaged,0,0.5736965480328154,2,False,0.052000000000000005,1.0
1478,1,478,engaged,1,0.36398058010681394,1,True,0.42,1.0
1479,1,479,engaged,1,0.6511017066810317,1,True,0.42,1.0
1480,1,480,engaged,1,1.0439641581667836,1,True,0.42,1.0
1481,1,481,engaged,1,2.1154382954094126,1,True,0.42,1.0
1482,1,482,disengaged,1,1.4194885205410885,1,True,0.052000000000000005,1.0
1483,1,483,disengaged,0,0.28356827012759867,2,False,0.052000000000000005,1.0
1484,1,484,engaged,1,0.3514262223382641,1,True,0.42,1.0
1485,1,485,engaged,1,0.3897935715946475,1,True,0.42,1.0
1486,1,486,engaged,1,0.2,1,True,0.42,1.0
1487,1,487,engaged,1,0.9086709877627254,1,True,0.42,1.0
1488,1,488,engaged,1,0.28078584923682715,1,True,0.42,1.0
1489,1,489,engaged,1,0.5386281539832939,1,True,0.42,1.0
1490,1,490,engaged,1,0.3079845748610359,1,True,0.42,1.0
1491,1,491,engaged,1,0.7076745725790726,1,True,0.42,1.0
1492,1,492,engaged,1,0.283738036701124,1,True,0.42,1.0
1493,1,493,engaged,0,1.600551762415895,0,True,0.42,1.0
1494,1,494,engaged,1,1.4162866795537281,1,True,0.42,1.0
1495,1,495,disengaged,0,1.7674331482750185,0,False,0.052000000000000005,1.0
1496,1,496,disengaged,0,4.74996891691352,2,False,0.052000000000000005,1.0
1497,1,497,disengaged,0,2.8745403213443437,0,True,0.052000000000000005,1.0
1498,1,498,engaged,1,1.4231694017253171,1,False,0.42,0.7173846499260457
1499,1,499,engaged,0,0.7805140571388833,0,False,0.42,0.7173846499260457
1500,1,500,engaged,1,1.9948463459501098,1,True,0.42,0.9355882025844047
1501,1,501,engaged,1,2.3481762980982244,1,True,0.42,1.0
1502,1,502,engaged,0,1.9737246616277262,0,True,0.42,1.0
1503,1,503,engaged,0,1.2508518027525022,0,True,0.42,1.0
1504,1,504,engaged,1,0.29458462105074956,1,True,0.42,1.0
1505,1,505,engaged,1,3.1609946258313606,1,False,0.42,0.9436876390203247
1506,1,506,engaged,0,0.43796604972213016,0,True,0.42,1.0
1507,1,507,engaged,0,0.4912044764823339,0,False,0.42,0.6586189641795043
1508,1,508,engaged,1,1.1577405752889725,1,True,0.42,0.9015041048514106
1509,1,509,engaged,0,1.0530033808056558,0,False,0.42,0.9015041048514106
1510,1,510,engaged,1,2.513735823802096,1,False,0.42,0.5228723808138181
1511,1,511,engaged,1,2.347285142988594,1,False,0.42,0.3588863001575567
1512,1,512,engaged,0,0.954697986914745,0,False,0.42,0.30326598087201456
1513,1,513,engaged,0,0.5464945871764483,0,False,0.42,0.30326598087201456
1514,1,514,engaged,1,1.1826424631488437,1,True,0.42,0.6953993745330665
1515,1,515,engaged,1,1.6524277213979421,1,True,0.42,0.9228367428564768
1516,1,516,engaged,1,0.2639922507973363,1,False,0.42,0.5352453108567565
1517,1,517,engaged,0,1.0693607710336583,0,False,0.42,0.5352453108567565
1518,1,518,engaged,1,1.0509117678172253,1,True,0.42,0.829947385924217
1519,1,519,engaged,1,0.30200596059580165,1,True,0.42,1.0
1520,1,520,engaged,1,1.7934447639105473,1,True,0.42,1.0
1521,1,521,engaged,1,0.6805022929303787,1,True,0.42,1.0
1522,1,522,engaged,0,1.2973593587476306,0,True,0.42,1.0
1523,1,523,engaged,1,1.8688570313432527,1,True,0.42,1.0
1524,1,524,engaged,1,0.5908672328183113,1,True,0.42,1.0
1525,1,525,engaged,1,0.2817631605062675,1,True,0.42,1.0
1526,1,526,engaged,1,1.014076025879361,1,True,0.42,1.0
1527,1,527,engaged,1,0.6553130210058458,1,False,0.42,0.7122000352865873
1528,1,528,engaged,1,0.8024216260544068,1,True,0.42,0.9325811260935186
1529,1,529,engaged,0,0.3992093471151985,0,True,0.42,0.9325811260935186
1530,1,530,disengaged,1,1.1419227949257822,1,True,0.052000000000000005,0.9484065872809879
1531,1,531,disengaged,0,2.7775149395964527,2,False,0.052000000000000005,0.9484065872809879
1532,1,532,disengaged,1,0.879912994437525,1,False,0.052000000000000005,0.8990894447423765
1533,1,533,disengaged,0,0.7841436058663709,0,True,0.052000000000000005,0.8990894447423765
1534,1,534,disengaged,0,5.0,2,False,0.052000000000000005,0.8990894447423765
1535,1,535,disengaged,0,2.2632195716230092,0,True,0.052000000000000005,0.8990894447423765
1536,1,536,disengaged,0,0.9346895804360561,0,True,0.052000000000000005,0.9024814216668725
1537,1,537,disengaged,1,0.9280361607841822,1,True,0.052000000000000005,0.916656473360105
1538,1,538,disengaged,0,2.445138398699156,2,True,0.052000000000000005,0.916656473360105
1539,1,539,engaged,0,0.6468158957206779,0,True,0.42,1.0
1540,1,540,disengaged,0,0.7243970136511013,2,False,0.052000000000000005,1.0
1541,1,541,disengaged,0,0.3068756472015644,0,False,0.052000000000000005,0.9887112250239918
1542,1,542,disengaged,0,3.398621302612231,2,True,0.052000000000000005,0.9887112250239918
1543,1,543,engaged,0,1.4328468736494444,0,False,0.42,0.916656473360105
1544,1,544,engaged,0,1.5137433758306518,0,False,0.42,0.916656473360105
1545,1,545,engaged,1,3.3372166148931646,1,False,0.42,0.531660754548861
1546,1,546,engaged,0,2.387289396895446,0,True,0.42,0.7124145301641792
1547,1,547,engaged,0,1.898649711804698,0,False,0.42,0.531660754548861
1548,1,548,engaged,0,1.2094633727081754,0,False,0.42,0.531660754548861
1549,1,549,engaged,1,0.37425364467811906,1,True,0.42,0.8278683432656375
1550,1,550,engaged,1,1.6514447240337295,1,False,0.42,0.4801636390940698
1551,1,551,engaged,1,1.0191985349678352,1,True,0.42,0.7980000163018587
1552,1,552,engaged,0,0.3814828952359072,2,False,0.42,0.7980000163018587
1553,1,553,engaged,0,1.0831835471614872,2,False,0.42,0.7980000163018587
1554,1,554,engaged,1,0.7241192919749797,1,True,0.42,0.9823451150823761
1555,1,555,engaged,0,1.6653540472904251,0,False,0.42,0.9823451150823761
1556,1,556,engaged,1,0.6301796091232293,1,True,0.42,1.0
1557,1,557,engaged,1,0.7006871280746785,1,False,0.42,0.6317738579775443
1558,1,558,engaged,1,0.24163947118543314,1,False,0.42,0.36642883762697565
1559,1,559,engaged,1,0.2,1,False,0.42,0.2125287258236459
1560,1,560,engaged,0,0.3436838291608187,0,False,0.42,0.2125287258236459
1561,1,561,engaged,1,0.2,1,True,0.42,0.6427717666050128
1562,1,562,engaged,1,0.5367885073470267,1,True,0.42,0.8923127302582056
1563,1,563,engaged,1,0.43894873956542074,1,True,0.42,1.0
1564,1,564,disengaged,1,1.4222573261167055,1,True,0.052000000000000005,1.0
1565,1,565,disengaged,0,1.771819870123811,0,False,0.052000000000000005,1.0
1566,1,566,disengaged,1,0.9092349196503053,1,False,0.052000000000000005,0.992972884407005
1567,1,567,disengaged,1,1.7980143270994966,1,True,0.052000000000000005,1.0
1568,1,568,disengaged,0,2.415767369302197,2,False,0.052000000000000005,1.0
1569,1,569,disengaged,0,0.982961359810506,0,False,0.052000000000000005,1.0
1570,1,570,disengaged,1,2.491974296532939,1,True,0.052000000000000005,1.0
1571,1,571,disengaged,1,0.2169712274581466,1,False,0.052000000000000005,0.9647639004090685
1572,1,572,disengaged,1,1.6211089075726117,1,False,0.052000000000000005,0.9145961775877969
1573,1,573,engaged,1,0.2,1,True,0.42,1.0
1574,1,574,engaged,1,0.8060745653029513,1,True,0.42,1.0
1575,1,575,engaged,1,0.6599971521984295,1,True,0.42,1.0
1576,1,576,engaged,1,0.4362342565574709,1,True,0.42,1.0
1577,1,577,engaged,1,0.3497765317338732,1,True,0.42,1.0
1578,1,578,engaged,1,1.4803174990257837,1,True,0.42,1.0
1579,1,579,engaged,1,1.1507424837223434,1,True,0.42,1.0
1580,1,580,engaged,1,0.9561330004709958,1,True,0.42,1.0
1581,1,581,engaged,1,0.3584002855552721,1,True,0.42,1.0
1582,1,582,engaged,1,1.5160363628345659,1,True,0.42,1.0
1583,1,583,engaged,1,0.4742924263220118,1,True,0.42,1.0
1584,1,584,engaged,0,1.192358211029678,0,False,0.42,1.0
1585,1,585,engaged,1,0.2,1,True,0.42,1.0
1586,1,586,engaged,1,1.588918104782234,1,True,0.42,1.0
1587,1,587,engaged,1,1.6950936407066373,1,False,0.42,0.7172546749161715
1588,1,588,engaged,1,0.4200301318168772,1,False,0.42,0.41600771145137944
1589,1,589,disengaged,1,0.2,1,True,0.052000000000000005,0.45869499020023985
1590,1,590,disengaged,1,0.2,1,True,0.052000000000000005,0.49916253045415954
1591,1,591,disengaged,0,3.5675323299934103,2,False,0.052000000000000005,0.49916253045415954
1592,1,592,disengaged,1,1.1800097237438216,1,True,0.052000000000000005,0.5375257586148754
1593,1,593,disengaged,1,1.2261246750483328,1,True,0.052000000000000005,0.573894098911234
1594,1,594,disengaged,1,3.157563838185739,1,False,0.052000000000000005,0.5440516057678498
1595,1,595,disengaged,0,1.5594872517884626,2,False,0.052000000000000005,0.5440516057678498
1596,1,596,disengaged,0,2.0157111475865586,0,False,0.052000000000000005,0.5440516057678498
1597,1,597,engaged,1,1.5337636167937847,1,True,0.42,0.8350550369726512
1598,1,598,engaged,1,0.2557393062836377,1,True,0.42,1.0
1599,1,599,engaged,1,1.4727559404939505,1,True,0.42,1.0
1600,1,600,engaged,1,0.35235498932029596,1,True,0.42,1.0
1601,1,601,engaged,1,0.8426636570567994,1,False,0.42,0.671935128822818
1602,1,602,engaged,1,0.8038932275566488,1,True,0.42,0.9092274803445325
1603,1,603,engaged,1,0.2002521020727911,1,True,0.42,1.0
1604,1,604,engaged,1,0.28175169181771026,1,True,0.42,1.0
1605,1,605,engaged,1,0.2,1,False,0.42,0.6534756709418384
1606,1,606,engaged,1,0.2,1,True,0.42,0.8985209947735644
1607,1,607,engaged,1,0.33201760312984446,1,True,0.42,1.0
1608,1,608,disengaged,0,2.807603799120472,2,False,0.052000000000000005,1.0
1609,1,609,disengaged,1,1.5919341758461796,1,True,0.052000000000000005,1.0
1610,1,610,disengaged,1,0.6024583911942841,1,True,0.052000000000000005,1.0
1611,1,611,disengaged,0,0.7127631736562523,0,True,0.052000000000000005,1.0
1612,1,612,disengaged,0,0.42579573103674784,0,False,0.052000000000000005,1.0
1613,1,613,engaged,1,0.6712395886095978,1,False,0.42,0.6151065947280485
1614,1,614,engaged,1,0.2,1,True,0.42,0.8762669305695663
1615,1,615,engaged,1,2.2893378926486543,1,True,0.42,1.0
1616,1,616,engaged,1,0.6811353460311839,1,True,0.42,1.0
1617,1,617,engaged,0,0.6039381737181183,0,False,0.42,1.0
1618,1,618,disengaged,1,1.2901817322457299,1,True,0.052000000000000005,1.0
1619,1,619,disengaged,0,0.2,0,True,0.052000000000000005,1.0
1620,1,620,disengaged,1,2.5943052133107907,1,True,0.052000000000000005,1.0
1621,1,621,disengaged,1,1.0388545177614539,1,True,0.052000000000000005,1.0
1622,1,622,disengaged,0,3.8591806000930418,0,True,0.052000000000000005,1.0
1623,1,623,disengaged,0,4.998518210280661,0,True,0.052000000000000005,1.0
1624,1,624,disengaged,0,0.4409014898010376,2,False,0.052000000000000005,1.0
1625,1,625,disengaged,0,2.5732260371367053,2,False,0.052000000000000005,1.0
1626,1,626,disengaged,0,1.6776110864161566,2,False,0.052000000000000005,1.0
1627,1,627,disengaged,1,3.029146964233929,1,True,0.052000000000000005,1.0
1628,1,628,disengaged,0,1.8497707354326134,2,False,0.052000000000000005,1.0
1629,1,629,disengaged,1,0.627860824533135,1,True,0.052000000000000005,1.0
1630,1,630,disengaged,0,5.0,0,True,0.052000000000000005,1.0
1631,1,631,disengaged,1,2.377659532701964,1,True,0.052000000000000005,1.0
1632,1,632,disengaged,1,0.5039542387289281,1,False,0.052000000000000005,1.0
1633,1,633,disengaged,0,0.2893379057375794,2,False,0.052000000000000005,1.0
1634,1,634,disengaged,0,1.8700598703979776,0,False,0.052000000000000005,1.0
1635,1,635,disengaged,0,0.7456697696142001,0,False,0.052000000000000005,1.0
1636,1,636,engaged,1,1.7267264972904437,1,False,0.42,0.6316860104540291
1637,1,637,engaged,1,0.2665247000534916,1,True,0.42,0.8858829916906349
1638,1,638,engaged,1,0.2,1,True,0.42,1.0
1639,1,639,disengaged,0,2.878566634039325,2,False,0.052000000000000005,1.0
1640,1,640,disengaged,0,3.8488936946599317,0,False,0.052000000000000005,1.0
1641,1,641,disengaged,1,1.8847873189295878,1,True,0.052000000000000005,1.0
1642,1,642,disengaged,0,5.0,2,True,0.052000000000000005,1.0
1643,1,643,engaged,1,0.940652067606935,1,True,0.42,1.0
1644,1,644,engaged,1,0.2,1,True,0.42,1.0
1645,1,645,engaged,1,0.683402194608447,1,True,0.42,1.0
1646,1,646,engaged,1,0.348290474200465,1,True,0.42,1.0
1647,1,647,engaged,1,0.26736095384574965,1,True,0.42,1.0
1648,1,648,engaged,1,1.1305233713536804,1,True,0.42,1.0
1649,1,649,engaged,1,0.38337050938537803,1,False,0.42,0.713150127221147
1650,1,650,engaged,1,1.36358175976643,1,True,0.42,0.9331321794155634
1651,1,651,engaged,1,1.076874686748487,1,True,0.42,1.0
1652,1,652,engaged,1,2.212021006688894,1,True,0.42,1.0
1653,1,653,engaged,1,0.6336188745418241,1,True,0.42,1.0
1654,1,654,engaged,1,0.8898809392135074,1,True,0.42,1.0
1655,1,655,disengaged,0,1.3132391292768821,2,False,0.052000000000000005,1.0
1656,1,656,disengaged,1,0.27316406702775886,1,True,0.052000000000000005,1.0
1657,1,657,disengaged,0,1.0162790050597117,0,False,0.052000000000000005,1.0
1658,1,658,disengaged,0,2.3838813148990496,2,False,0.052000000000000005,1.0
1659,1,659,disengaged,0,1.9053389579376347,0,False,0.052000000000000005,1.0
